Accel_x,Accel_y,Accel_z
0.698,-0.756,0.18
0.695,-0.767,0.156
0.687,-0.77,0.131
0.661,-0.773,0.119
0.644,-0.777,0.098
0.606,-0.776,0.084
0.579,-0.77,0.081
0.572,-0.766,0.071
0.565,-0.766,0.067
0.551,-0.768,0.068
0.546,-0.773,0.066
0.547,-0.783,0.063
0.545,-0.787,0.061
0.54,-0.791,0.059
0.541,-0.793,0.061
0.543,-0.797,0.057
0.549,-0.801,0.059
0.549,-0.808,0.062
0.556,-0.821,0.065
0.552,-0.822,0.073
0.551,-0.821,0.081
0.55,-0.823,0.084
0.552,-0.824,0.084
0.551,-0.823,0.082
0.55,-0.82,0.079
0.546,-0.817,0.066
0.548,-0.814,0.053
0.546,-0.817,0.04
0.538,-0.813,0.019
0.539,-0.812,0.005
0.541,-0.809,0.001
0.545,-0.803,0.004
0.548,-0.796,0.009
0.548,-0.803,0.011
0.557,-0.808,0.018
0.562,-0.805,0.03
0.569,-0.804,0.038
0.58,-0.813,0.052
0.59,-0.813,0.072
0.606,-0.815,0.081
0.62,-0.813,0.105
0.63,-0.814,0.122
0.641,-0.816,0.127
0.646,-0.816,0.136
0.651,-0.818,0.142
0.654,-0.814,0.143
0.659,-0.809,0.142
0.661,-0.799,0.144
0.66,-0.794,0.142
0.657,-0.78,0.138
0.656,-0.775,0.121
0.654,-0.771,0.095
0.628,-0.772,0.061
0.609,-0.783,0.044
0.581,-0.778,0.022
0.57,-0.777,0.011
0.558,-0.777,0.008
0.543,-0.778,0.01
0.537,-0.781,0.019
0.532,-0.785,0.03
0.53,-0.787,0.037
0.532,-0.794,0.056
0.537,-0.797,0.074
0.548,-0.805,0.084
0.557,-0.814,0.104
0.573,-0.817,0.123
0.59,-0.821,0.131
0.607,-0.822,0.14
0.615,-0.821,0.142
0.629,-0.818,0.142
0.649,-0.813,0.134
0.659,-0.801,0.13
0.67,-0.796,0.126
0.684,-0.784,0.125
0.696,-0.775,0.13
0.702,-0.766,0.135
-0.182,-0.265,-1.603
-0.19,-0.356,-1.731
-0.239,-0.409,-1.841
-0.276,-0.382,-1.892
-0.377,-0.337,-1.888
-0.485,-0.228,-1.871
-0.588,-0.129,-1.788
-0.623,-0.08,-1.637
-0.651,0,-1.473
-0.609,0.03,-1.399
-0.566,0.047,-1.271
-0.448,0.102,-1.038
-0.277,0.259,-0.803
-0.077,0.24,-0.676
-0.024,0.073,-0.578
0.01,-0.057,-0.464
0.027,-0.314,-0.419
0.053,-0.506,-0.354
0.085,-0.615,-0.3
0.164,-0.643,-0.28
0.263,-0.644,-0.282
0.311,-0.62,-0.25
0.381,-0.602,-0.161
0.441,-0.555,-0.025
0.502,-0.542,0.041
0.53,-0.535,0.176
0.532,-0.52,0.299
0.516,-0.527,0.403
0.49,-0.547,0.454
0.473,-0.547,0.565
0.472,-0.536,0.667
0.488,-0.515,0.71
0.52,-0.507,0.762
0.541,-0.499,0.763
0.577,-0.497,0.75
0.588,-0.492,0.691
0.595,-0.493,0.659
0.635,-0.499,0.656
0.692,-0.529,0.646
0.711,-0.565,0.61
0.712,-0.576,0.541
0.678,-0.586,0.495
0.638,-0.594,0.397
0.617,-0.618,0.286
0.58,-0.651,0.182
0.547,-0.667,0.093
0.529,-0.697,0.055
0.515,-0.726,-0.004
0.516,-0.752,-0.045
0.533,-0.763,-0.069
0.562,-0.784,-0.081
0.586,-0.811,-0.084
0.597,-0.831,-0.082
0.624,-0.839,-0.077
0.655,-0.849,-0.078
0.685,-0.856,-0.079
0.696,-0.868,-0.084
0.702,-0.875,-0.101
0.68,-0.88,-0.109
0.649,-0.877,-0.122
0.508,-0.87,-0.132
0.602,-0.868,-0.12
0.58,-0.866,-0.112
0.55,-0.861,-0.094
0.538,-0.854,-0.061
0.514,-0.851,-0.029
0.505,-0.854,-0.017
0.502,-0.855,-0.004
0.499,-0.85,-0.005
0.502,-0.851,-0.025
0.503,-0.862,-0.035
0.503,-0.872,-0.056
0.521,-0.876,-0.08
0.529,-0.883,-0.097
0.538,-0.887,-0.098
0.535,-0.894,-0.094
0.541,-0.899,-0.083
0.542,-0.902,-0.066
0.547,-0.904,-0.048
0.551,-0.907,-0.04
0.549,-0.907,-0.028
0.544,-0.911,-0.02
0.541,-0.912,-0.018
0.539,-0.908,-0.012
0.541,-0.906,-0.005
0.548,-0.904,0.002
0.56,-0.901,0.011
0.579,-0.896,0.024
0.588,-0.891,0.034
0.596,-0.888,0.041
0.6,-0.882,0.041
0.595,-0.872,0.041
0.594,-0.87,0.044
0.597,-0.858,0.049
0.6,-0.845,0.052
0.609,-0.834,0.061
0.613,-0.829,0.069
0.616,-0.813,0.077
0.621,-0.8,0.095
0.63,-0.791,0.12
0.642,-0.785,0.141
0.657,-0.783,0.147
0.66,-0.784,0.145
0.655,-0.779,0.131
0.632,-0.778,0.104
0.609,-0.775,0.094
0.598,-0.767,0.077
0.585,-0.767,0.061
0.584,-0.774,0.051
0.585,-0.773,0.044
0.584,-0.768,0.058
0.591,-0.76,0.067
0.592,-0.754,0.099
0.6,-0.751,0.115
0.621,-0.746,0.122
0.625,-0.744,0.131
0.62,-0.739,0.132
0.608,-0.732,0.134
0.595,-0.729,0.122
-0.463,0.269,-1.543
-0.339,0.4,-1.457
-0.29,0.336,-1.286
-0.109,0.093,-1.223
-0.162,0.081,-1.235
-0.193,0.107,-1.214
-0.172,0.091,-1.023
-0.194,0.181,-1
-0.193,0.15,-0.997
-0.191,0.158,-1.011
-0.192,0.141,-1.03
-0.153,0.177,-1.038
-0.127,0.15,-0.989
-0.068,0.131,-0.94
-0.02,0.119,-0.931
0.01,0.148,-0.935
0.017,0.163,-0.936
0.025,0.188,-0.935
0.052,0.199,-0.913
0.072,0.195,-0.901
0.119,0.187,-0.885
0.177,0.165,-0.868
0.2,0.174,-0.827
0.222,0.188,-0.798
0.235,0.152,-0.79
0.251,0.163,-0.717
0.29,0.172,-0.664
0.334,0.137,-0.648
0.356,0.142,-0.61
0.392,0.145,-0.592
0.417,0.174,-0.58
0.381,0.216,-0.579
0.385,0.202,-0.627
0.444,0.212,-0.626
0.444,0.196,-0.637
0.402,0.219,-0.677
0.312,0.208,-0.734
0.34,0.184,-0.749
0.348,0.165,-0.759
0.386,0.162,-0.609
0.509,0.114,-0.552
0.55,0.115,-0.479
0.597,0.108,-0.441
0.586,0.156,-0.412
0.562,0.221,-0.357
0.551,0.257,-0.304
0.579,0.242,-0.285
0.59,0.25,-0.249
0.611,0.231,-0.208
0.653,0.24,-0.183
0.656,0.224,-0.178
0.649,0.201,-0.14
0.694,0.177,-0.109
0.62,0.253,-0.062
0.578,0.203,-0.041
0.654,0.22,-0.06
0.677,0.249,-0.063
0.626,0.224,-0.042
0.663,0.031,0.008
0.75,0.109,0.016
0.766,0.195,0.008
0.713,0.292,0.032
0.701,0.289,0.06
0.762,0.247,0.102
0.733,0.294,0.078
0.702,0.319,0.053
0.661,0.312,0.131
0.647,0.29,0.154
0.626,0.273,0.16
0.566,0.267,0.166
0.525,0.156,0.118
0.483,0.075,0.135
0.608,0.184,0.313
0.696,0.216,0.43
0.702,0.214,0.406
0.633,0.231,0.38
0.556,0.199,0.404
0.671,0.197,0.458
0.777,0.169,0.432
0.788,0.27,0.393
0.78,0.303,0.39
0.778,0.272,0.372
0.711,0.203,0.253
0.694,0.273,0.344
0.648,0.266,0.373
0.589,0.212,0.368
0.618,0.305,0.546
0.651,0.307,0.675
0.654,0.308,0.759
0.66,0.232,0.782
0.672,0.185,0.797
0.671,0.138,0.796
0.65,0.169,0.793
0.579,0.184,0.795
0.593,0.172,0.8
0.601,0.163,0.776
0.612,0.161,0.769
0.625,0.156,0.754
0.606,0.164,0.752
0.563,0.184,0.761
0.508,0.219,0.771
0.455,0.21,0.792
0.406,0.263,0.748
0.38,0.495,0.752
0.418,0.313,0.787
0.407,0.296,0.827
0.481,0.327,0.913
0.543,0.285,0.949
0.561,0.257,1.047
0.61,0.239,1.075
0.664,0.188,1.063
0.694,0.116,1.048
0.732,0.098,1.048
0.728,0.096,1.055
0.718,0.082,1.077
0.694,0.052,1.087
0.644,0.039,1.11
0.618,0.033,1.125
0.57,0.005,1.131
0.754,0.114,1.305
0.652,0.243,1.439
0.772,0.43,1.859
0.633,0.339,1.455
0.419,0.21,1.402
0.072,0.077,1.068
-0.091,0.024,0.856
0.108,0.049,0.982
0.193,0.075,1.115
0.342,0.093,1.272
0.397,0.091,1.32
0.404,0.074,1.393
0.378,0.037,1.348
0.369,-0.024,1.309
0.364,-0.173,1.215
0.344,-0.235,1.139
0.298,-0.27,1.104
0.275,-0.141,1.026
0.171,-0.065,0.983
0.165,0.026,1.01
0.135,0.052,0.971
0.141,0.051,0.997
0.173,0.042,1.017
0.188,0.071,1.013
0.144,0.088,0.944
0.112,0.083,0.913
0.149,0.096,0.927
0.184,0.092,1.004
0.217,0.07,1.02
0.213,0.086,1.045
0.218,0.111,1.347
0.366,0.092,1.308
0.367,0.118,1.001
0.258,0.098,0.995
0.241,-0.005,1.017
0.275,-0.028,0.88
0.14,-0.072,0.212
-0.014,-0.322,0.168
0.177,-0.234,0.584
0.312,-0.088,1.032
0.461,0.272,1.205
1.044,1.067,2.458
0.194,0.03,1.117
-0.103,0.025,1.132
-0.148,-0.117,1.118
0.001,-0.137,1.048
0.185,0.009,1.031
0.238,0.061,1.015
0.197,0.038,1.004
0.176,0.09,1.016
0.191,0.093,1.018
0.199,0.088,1.017
0.245,0.148,1.027
0.25,0.039,0.974
0.308,0.085,0.999
0.345,0.082,0.977
0.331,0.096,0.99
0.272,0.096,0.999
0.255,0.092,1.005
0.257,0.089,1.002
0.251,0.095,1.003
0.247,0.086,1.003
0.257,0.081,1
0.258,0.09,1.005
0.244,0.094,1.013
0.228,0.062,0.979
0.244,0.134,1.025
0.23,0.064,1.004
0.221,0.093,1.006
0.204,0.089,1.012
0.19,0.101,1.015
0.179,0.081,1.015
0.187,0.081,1.017
0.196,0.089,1.016
0.189,0.081,1.017
0.18,0.084,1.019
0.18,0.088,1.02
0.186,0.086,1.017
0.19,0.094,1.017
0.194,0.101,1.017
0.215,0.1,1.017
0.212,0.066,1.008
0.177,0.074,1.013
0.184,0.094,1.023
0.192,0.085,1.015
0.201,0.09,1.015
0.196,0.088,1.016
0.192,0.09,1.017
0.185,0.092,1.017
0.188,0.092,1.018
0.196,0.088,1.017
0.193,0.089,1.017
0.194,0.084,1.014
0.203,0.087,1.013
0.205,0.086,1.013
0.207,0.088,1.012
0.211,0.09,1.013
0.212,0.088,1.012
0.215,0.089,1.009
0.223,0.087,1.007
0.219,0.087,1.007
0.21,0.087,1.009
0.205,0.087,1.013
0.202,0.087,1.013
0.213,0.102,0.999
0.187,0.186,1.002
0.15,0.166,1.005
0.132,0.127,1.018
0.127,0.108,1.027
0.12,0.09,1.028
0.108,0.115,1.027
0.11,0.129,1.013
0.139,0.064,1.029
0.156,0.061,1.026
0.161,0.047,1.03
0.165,0.022,1.032
0.161,0.033,1.025
0.128,0.042,1.016
0.126,0.051,1.026
