113,124,1023
105,149,1023
123,139,1022
123,139,1023
123,138,1016
123,144,1023
125,148,1022
125,148,1023
125,146,1022
124,140,1023
123,138,1023
124,139,1022
124,141,1022
126,141,1022
127,150,1022
124,145,1023
123,144,1022
121,140,1023
123,143,1022
126,141,1023
125,148,1021
124,144,1023
124,140,1021
122,138,1023
124,139,1023
124,148,1023
126,144,1021
126,141,1023
124,141,1023
121,139,1023
123,139,1021
124,145,1022
125,143,1023
125,139,1023
125,147,1022
122,147,1021
124,148,1022
102,140,1023
119,139,1023
120,139,1022
120,140,1022
120,140,1023
119,140,1023
119,139,1023
120,139,1023
119,138,1023
119,137,1023
119,138,1021
118,137,1022
120,138,1023
120,138,1022
118,143,1021
118,138,1023
118,138,1022
120,138,1022
119,137,1023
119,137,1021
119,139,1023
120,138,1023
118,140,1022
119,138,1022
119,139,1022
120,142,1023
119,139,1023
119,137,1022
119,138,1023
120,143,1021
120,140,1023
120,139,1021
120,139,1021
121,143,1023
118,141,1023
120,137,1022
119,144,1023
112,138,1023
119,139,1023
120,141,1022
117,139,1023
118,138,1023
121,140,1023
117,138,1021
117,136,1022
118,140,1023
121,147,1023
117,141,1023
116,139,1022
119,141,1023
121,141,1023
119,139,1023
115,139,1022
118,139,1023
121,144,1023
117,146,1022
117,139,1022
120,141,1021
119,141,1022
119,139,1023
116,135,1023
120,144,1022
119,146,1023
117,139,1023
117,140,1021
119,139,1022
119,141,1022
115,139,1023
117,145,1023
119,142,1023
121,139,1022
117,143,1022
116,143,1023
110,141,1021
119,149,1023
119,142,1022
119,143,1023
118,140,1022
120,141,1022
119,140,1023
117,139,1023
116,138,1022
120,140,1022
120,140,1022
119,144,1023
117,140,1022
118,141,1022
120,141,1023
119,141,1023
117,146,1023
118,141,1021
117,140,1023
119,146,1023
119,146,1022
117,143,1023
118,146,1022
120,148,1023
118,145,1022
117,140,1022
116,142,1022
119,148,1020
120,148,1022
118,149,1023
117,146,1023
118,148,1022
118,149,1023
120,145,1022
118,141,1023
120,140,1023
116,139,1022
112,137,1022
121,142,1022
117,141,1023
117,139,1022
121,140,1023
116,144,1023
117,147,1021
120,149,1023
118,147,1023
117,148,1022
120,150,1022
118,142,1022
118,144,1023
120,148,1022
118,147,1021
116,148,1023
119,143,1023
118,145,1022
116,147,1022
119,148,1023
119,147,1017
117,139,1022
119,140,1023
119,140,1023
116,138,1022
118,141,1023
119,140,1023
116,139,1022
118,145,1023
121,150,1023
118,147,1022
118,143,1021
121,142,1022
119,143,1022
116,138,1023
121,141,1022
115,147,1023
117,148,1022
117,140,1023
121,143,1022
119,147,1022
118,148,1022
119,149,1021
119,148,1021
117,145,1021
119,145,1022
121,149,1022
118,149,1023
119,148,1023
120,147,1023
120,148,1022
118,147,1021
117,144,1021
120,141,1022
118,142,1022
116,140,1023
120,140,1023
120,139,1023
117,138,1022
118,138,1023
121,141,1022
118,139,1023
117,139,1023
117,140,1023
120,140,1022
117,141,1022
118,142,1021
121,141,1021
118,143,1023
118,146,1022
119,141,1023
118,144,1023
117,142,1023
111,138,1023
116,138,1023
121,140,1022
119,142,1022
116,139,1022
119,139,1023
120,138,1021
120,143,1023
117,139,1023
118,138,1023
121,139,1021
119,138,1022
116,138,1022
119,145,1023
119,141,1022
119,145,1023
116,143,1021
118,140,1023
119,141,1022
119,140,1022
118,140,1023
116,142,1023
120,148,1022
119,141,1022
116,145,1023
117,148,1023
120,150,1022
119,146,1022
117,146,1022
116,148,1023
120,149,1023
121,149,1022
118,147,1023
116,141,1023
118,140,1023
120,140,1023
117,146,1022
114,146,1022
117,148,1022
119,149,1023
119,149,1023
117,146,1023
117,147,1023
119,149,1022
119,149,1023
118,149,1023
116,147,1023
118,142,1022
120,144,1023
118,147,1023
117,145,1023
117,145,1023
119,142,1022
118,140,1022
117,140,1023
116,137,1023
119,138,1023
119,142,1023
119,138,1022
118,144,1022
117,139,1023
119,141,1023
120,140,1023
116,140,1023
117,137,1023
119,143,1023
119,149,1023
119,149,1023
116,148,1023
117,144,1023
120,142,1023
120,144,1023
117,140,1023
110,140,1023
115,139,1022
119,147,1022
120,149,1022
118,148,1022
117,148,1023
116,147,1021
119,149,1023
120,148,1022
117,147,1023
113,145,1023
117,148,1023
120,149,1023
120,148,1023
119,150,1022
116,144,1023
117,147,1023
117,148,1022
120,142,1022
119,140,1022
118,139,1023
115,143,1022
116,145,1023
120,149,1023
119,148,1022
117,142,1023
117,138,1023
116,139,1022
118,138,1022
120,146,1021
121,141,1023
118,141,1022
118,145,1023
116,146,1023
118,148,1023
118,144,1022
120,143,1022
113,140,1022
118,140,1023
118,147,1023
115,143,1022
118,139,1021
119,145,1022
120,148,1022
120,148,1023
119,148,1023
116,146,1023
117,147,1023
118,148,1022
118,143,1023
121,142,1022
118,140,1022
119,139,1023
117,144,1023
116,146,1021
119,144,1023
120,142,1023
119,141,1021
118,138,1023
118,139,1021
117,141,1022
115,146,1022
118,150,1022
120,149,1022
121,150,1022
119,149,1023
116,147,1023
117,141,1023
117,141,1023
119,140,1022
121,149,1021
121,150,1023
118,148,1023
114,142,1023
118,140,1023
117,142,1021
117,142,1022
116,146,1023
118,148,1023
120,144,1022
120,147,1023
120,141,1022
117,139,1023
116,137,1022
116,137,1022
116,137,1022
118,139,1022
117,138,1023
119,140,1023
119,139,1022
120,140,1022
117,138,1022
118,143,1022
117,139,1023
121,144,1022
118,141,1023
118,138,1022
115,137,1022
120,139,1022
118,145,1023
116,147,1023
120,149,1022
119,142,1022
118,143,1023
119,149,1023
120,142,1023
117,138,1023
118,146,1021
119,148,1022
116,147,1022
111,146,1023
119,147,1022
112,142,1021
111,127,1022
118,135,1023
119,140,1020
118,139,1023
117,142,1023
119,140,1023
119,146,1023
117,143,1023
118,145,1023
119,140,1023
116,141,1023
119,148,1023
120,149,1022
117,144,1023
117,138,1022
121,142,1023
118,148,1023
116,146,1022
120,147,1022
118,143,1023
116,144,1021
119,148,1023
119,140,1023
115,138,1023
116,136,1021
119,141,1022
118,145,1022
117,148,1022
120,148,1022
120,147,1023
116,143,1023
117,145,1023
119,141,1022
113,139,1022
115,137,1022
121,142,1023
119,148,1021
118,141,1023
118,138,1023
120,141,1023
118,139,1022
117,138,1022
118,146,1022
119,141,1019
115,142,1022
119,141,1023
119,141,1023
117,137,1022
117,136,1021
121,139,1023
119,139,1022
116,138,1023
119,132,1022
120,139,1021
116,138,1023
116,136,1021
112,138,1022
