DateTime,BatteryV,Microphone,TempC,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
2/5/2025 2:05,4.07,3,26.09,-0.0205,-0.0146,1.0316,0.42,-3.43,-1.33
2/5/2025 2:05,4.06,-3,26.14,-0.0288,-0.0249,1.0326,0.07,-2.24,-0.56
2/5/2025 2:05,4.08,-5,26.12,-0.0278,-0.0244,1.0346,0.14,-2.31,-0.7
2/5/2025 2:05,4.1,-2,26.14,-0.0327,-0.0273,1.035,0.07,-2.31,-0.77
2/5/2025 2:05,4.08,6,26.07,-0.0288,-0.0239,1.0355,0.21,-2.52,-0.7
2/5/2025 2:05,4.08,-13,26.12,-0.0239,-0.0268,1.0355,0.14,-2.38,-0.77
2/5/2025 2:05,4.06,5,26.13,-0.0268,-0.0249,1.0341,0.28,-2.31,-0.84
2/5/2025 2:05,4.1,7,26.14,-0.0278,-0.0229,1.038,-0.07,-2.31,-0.84
2/5/2025 2:05,4.1,12,26.16,-0.0273,-0.0234,1.0341,0.35,-2.38,-0.77
2/5/2025 2:05,4.09,-4,26.09,-0.0273,-0.0268,1.0346,0.21,-2.38,-0.98
2/5/2025 2:05,4.09,10,26.14,-0.0254,-0.0254,1.0336,0.07,-2.31,-0.84
2/5/2025 2:05,4.07,-6,26.12,-0.0259,-0.0224,1.0331,0.07,-2.31,-0.77
2/5/2025 2:05,4.06,14,26.11,-0.0273,-0.0249,1.0341,0.28,-2.38,-0.7
2/5/2025 2:05,4.08,2,26.13,-0.0264,-0.0259,1.0365,0.21,-2.31,-0.77
2/5/2025 2:05,4.06,8,26.16,-0.0259,-0.0254,1.035,0.28,-2.38,-0.84
2/5/2025 2:05,4.07,11,26.13,-0.0249,-0.0259,1.036,0.07,-2.31,-0.77
2/5/2025 2:05,4.08,15,26.13,-0.0293,-0.0239,1.0326,0.28,-2.38,-0.84
2/5/2025 2:05,4.09,-9,26.16,-0.0268,-0.0239,1.035,-0.21,-2.31,-0.91
2/5/2025 2:05,4.08,0,26.12,-0.0259,-0.0234,1.0341,0.21,-2.38,-0.84
2/5/2025 2:05,4.1,-3,26.18,-0.0259,-0.0234,1.0336,0.28,-2.45,-0.84
